event_id,project_id,mapping_status,mapping_method,source_type,source_file,briefing_date,publication_date,headline,primary_geography,geography_basis,event_direction,media_tone,mandate_class,capacity_reported_mtpa,capacity_additive,item_url,report_url,verification_status
2026-08-21#02,,unmatched,,daily_news,audit/2026-08-21-facts.json,2026-08-21,2026-08-20,Mafix raises US$5.4m pre-seed to commercialise CO2-removing silicate fertiliser,United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/mafix-to-commercialize-co2-removing-silicon-fertilizers-with-new-5-4m-funding/,,item-link
2026-08-21#03,,unmatched,,daily_news,audit/2026-08-21-facts.json,2026-08-21,2026-08-20,Chester Zoo says proposed CO2 pipeline's impact would be 'unacceptable',United Kingdom,single event geography; entity not mapped,positive,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.deeside.com/chester-zoo-says-impact-of-proposed-co2-pipeline-would-be-unacceptable/,,item-link
2026-08-21#04,,unmatched,,daily_news,audit/2026-08-21-facts.json,2026-08-21,2026-08-20,Alberta's stored CO2 tops 18 million tonnes,Canada,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://energynow.ca/2026/08/albertas-carbon-capture-leadership-grows-as-stored-co2-tops-18-million-tonnes/,,item-link
2026-08-24#01,,unmatched,,daily_news,audit/2026-08-24-facts.json,2026-08-24,2026-08-21,INPEX's Bonaparte CCS project takes another step on its environmental assessment pathway,Australia,single event geography; entity not mapped,negative,,legislated/regulatory mandate,10,no — evidence only; canonical capacity register controls totals,https://www.energynewsbulletin.net/energy-transition/news-analysis/4535838/step-assessment-pathway-inpexs-bonaparte-ccs-plan,,item-link
2026-08-24#02,,unmatched,,daily_news,audit/2026-08-24-facts.json,2026-08-24,2026-08-21,Australia flagged as a potential cross-border CCS hub for Asia,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.energynewsbulletin.net/energy-transition/news-analysis/4535819/australia-potential-cross-border-ccs-hub,,item-link
2026-08-24#03,uk-hynet,matched,curated alias,daily_news,audit/2026-08-24-facts.json,2026-08-24,2026-08-21,HyNet anchor Protos energy-from-waste plant burns first waste as it enters commissioning,United Kingdom,canonical physical project location,positive,,corporate/project milestone,0.37,no — evidence only; canonical capacity register controls totals,https://www.energyvoice.com/renewables-energy-transition/ccs/602780/hynet-encyclis-erf/,,item-link
2026-08-24#04,,unmatched,,daily_news,audit/2026-08-24-facts.json,2026-08-24,2026-08-21,Study identifies freight rail as a key enabler of CCS roll-out,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.energate-messenger.com/news/265561/study-identifies-freight-trains-as-a-key-enabler-of-the-ccs-roll-out,,item-link
2026-08-24#05,,unmatched,,daily_news,audit/2026-08-24-facts.json,2026-08-24,2026-08-23,Reader letter argues carbon-capture storage 'does not work to a significant degree',United States,single event geography; entity not mapped,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.grandforksherald.com/opinion/letters/letter-carbon-capture-storage-does-not-work-to-a-significant-degree,,item-link
2026-08-24#06,cn-shengli-power,matched,curated alias,daily_news,audit/2026-08-24-facts.json,2026-08-24,2026-08-18,Heidelberg Materials pauses full-scale CCS at its Edmonton cement plant over weak carbon pricing,China,canonical physical project location,negative,,corporate/project milestone,1,no — evidence only; canonical capacity register controls totals,https://edmonton.taproot.news/news/2026/08/18/carbon-capture-project-on-hold-at-edmonton-cement-plant,,item-link
2026-08-25#01,,unmatched,,daily_news,audit/2026-08-25-facts.json,2026-08-25,2026-08-24,JOGMEC signs six-company consortium to design ship-based Mizushima CCS cluster,Japan,single event geography; entity not mapped,neutral,,not-dated,3.43,no — evidence only; canonical capacity register controls totals,https://www.sumitomocorp.com/en/easia/news/topics/2026/group/20260824,,item-link
2026-08-26#01,,unmatched,,daily_news,audit/2026-08-26-facts.json,2026-08-26,2026-08-25,SLB selected as strategic reservoir and subsea partner for the Havstjerne CO2 storage project,Norway,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.worldoil.com/news/2026/8/25/slb-selected-for-feed-work-on-havstjerne-carbon-storage-project/,,item-link
2026-08-26#02,uk-hynet,matched,curated alias,daily_news,audit/2026-08-26-facts.json,2026-08-26,2026-08-25,Corinth Pipeworks wins 41 km pipe-supply contract for Eni's HyNet Liverpool Bay CO2 pipeline,United Kingdom,canonical physical project location,positive,,legislated/regulatory mandate,,no — evidence only; canonical capacity register controls totals,https://www.pipeline-journal.net/news/corinth-pipeworks-secures-contract-uk-hynet-carbon-capture-pipeline-project,,item-link
2026-08-26#03,,unmatched,,daily_news,audit/2026-08-26-facts.json,2026-08-26,2026-08-25,China approves 2025-26 allowance allocation plan for its national emissions trading scheme,China,single event geography; entity not mapped,positive,,government target,,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/544236/,,item-link
2026-08-26#04,,unmatched,,daily_news,audit/2026-08-26-facts.json,2026-08-26,2026-08-25,Aker Solutions and Microsoft partner to accelerate global CCS and carbon-removal projects,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.offshore-energy.biz/aker-solutions-microsoft-partner-to-fast-track-global-ccs-carbon-removal-pipeline/,,item-link
2026-08-26#05,uk-northern-endurance,matched,curated alias,daily_news,audit/2026-08-26-facts.json,2026-08-26,2026-08-25,Jan De Nul enters CCS with first project - rock protection for the Northern Endurance Partnership North Sea CO2 pipeline,United Kingdom,canonical physical project location,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://oceannews.com/news/subsea-and-survey/jan-de-nul-installs-rock-protection-for-north-sea-co2-storage-pipeline,,item-link
2026-08-27#01,au-moomba-ccs,matched,curated alias,daily_news,audit/2026-08-27-facts.json,2026-08-27,2026-08-24,Santos' Moomba CCS passes 2 million tonnes of CO2e stored,Australia,canonical physical project location,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.santos.com/news/moomba-ccs-project-achieves-historic-emissions-reduction-milestone/,,item-link
2026-08-27#02,,unmatched,,daily_news,audit/2026-08-27-facts.json,2026-08-27,2026-08-24,Mantel raises US$18m to scale molten-borate carbon capture for heavy industry,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/mantel-secures-18m-investment-to-scale-molten-borate-carbon-capture/,,item-link
2026-08-28#01,,unmatched,,daily_news,audit/2026-08-28-facts.json,2026-08-28,2026-08-27,"CF Industries, JERA and Mitsui break ground on Blue Point One low-carbon ammonia plant",,multi-country or global event; non-additive until adjudicated,positive,,corporate/project milestone,2.3,no — evidence only; canonical capacity register controls totals,https://www.hydrocarbonengineering.com/clean-fuels/27082026/cf-industries-breaks-ground-on-blue-ammonia-plant/,,item-link
2026-08-28#02,my-kasawari,matched,curated alias,daily_news,audit/2026-08-28-facts.json,2026-08-28,2026-08-27,"Sarawak reaffirms Kasawari as its first CCUS project, targeting start-up by 2028",Malaysia,canonical physical project location,positive,,corporate/project milestone,3.3,no — evidence only; canonical capacity register controls totals,https://dayakdaily.com/sarawaks-first-ccus-project-expected-to-begin-at-kasawari-in-2028/,,item-link
